timestamp_utc,timestamp_local,di_tag_3,di_tag_4,di_tag_5,di_tag_6,hr_tag_0,hr_tag_2,hr_tag_4,hr_tag_6,hr_tag_8,hr_tag_10,hr_tag_12,hr_tag_14,hr_tag_15,hr_tag_16,hr_tag_17,hr_tag_18,hr_tag_19,hr_tag_20,tag_10_11_float,ir_tag_12,ir_tag_13,ir_tag_14,ir_tag_100_f64,ir_tag_104_11111,packedbool_tag_bit15,packedbool_tag_bit14,packedbool_tag_bit13,packedbool_tag_bit12,packedbool_tag_bit11,packedbool_tag_bit10,packedbool_tag_bit9,packedbool_tag_bit8,packedbool_tag_bit7,packedbool_tag_bit6,packedbool_tag_bit5,packedbool_tag_bit4,packedbool_tag_bit3,packedbool_tag_bit2,packedbool_tag_bit1,packedbool_tag_bit0,ir_tag_test_f32_swap_12345678,ir_tag_test_f32_swap_0.0124088237,ir_tag_test_f32_swap_237840655000000000000,ir_tag_test_f32_swap_944706240,coil_tag_21,coil_tag_22,coil_tag_23,coil_tag_24,coil_tag_25,coil_tag_26
2022-03-20 22:45:17+0000,2022-03-20 15:45:17-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,2.611666679382324,1.0,0.0,6.48199987411499,1,57095,1,4,20,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:18+0000,2022-03-20 15:45:18-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,2.3061110973358154,1.0,0.0,7.1519999504089355,1,57095,1,4,21,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:19+0000,2022-03-20 15:45:19-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.7777777910232544,1.0,0.0,7.574999809265137,1,57095,1,4,21,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:20+0000,2022-03-20 15:45:20-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.6972222328186035,1.0,0.0,8.305000305175781,1,57095,1,4,21,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:21+0000,2022-03-20 15:45:21-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.8538888692855835,1.0,0.0,7.97599983215332,1,57095,1,4,21,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:22+0000,2022-03-20 15:45:22-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.996666669845581,1.0,0.0,8.357999801635742,1,57095,1,4,22,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:23+0000,2022-03-20 15:45:23-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.880555510520935,1.0,0.0,9.329000473022461,1,57095,1,4,22,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:24+0000,2022-03-20 15:45:24-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,2.016111135482788,1.0,0.0,9.76099967956543,1,57095,1,4,22,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:25+0000,2022-03-20 15:45:25-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.7322221994400024,1.0,0.0,10.243000030517578,1,57095,1,4,22,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:26+0000,2022-03-20 15:45:26-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.8655555248260498,1.0,0.0,10.269000053405762,1,57095,1,4,23,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:27+0000,2022-03-20 15:45:27-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.2916666269302368,1.0,0.0,10.463000297546387,1,57095,1,4,23,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:28+0000,2022-03-20 15:45:28-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.3849999904632568,1.0,0.0,11.123000144958496,1,57095,1,4,23,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:29+0000,2022-03-20 15:45:29-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.4483333826065063,1.0,0.0,11.147000312805176,1,57095,1,4,23,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:30+0000,2022-03-20 15:45:30-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.3633333444595337,1.0,0.0,10.892999649047852,1,57095,1,5,0,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:31+0000,2022-03-20 15:45:31-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.3722221851348877,1.0,0.0,11.118000030517578,1,57095,1,5,0,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:32+0000,2022-03-20 15:45:32-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.5005555152893066,1.0,0.0,11.4399995803833,1,57095,1,5,0,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:33+0000,2022-03-20 15:45:33-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,2.1066665649414062,1.0,0.0,12.055999755859375,1,57095,1,5,0,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:34+0000,2022-03-20 15:45:34-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.9633333683013916,1.0,0.0,11.727999687194824,1,57095,1,5,1,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:35+0000,2022-03-20 15:45:35-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.278333306312561,1.0,0.0,11.444999694824219,1,57095,1,5,1,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:36+0000,2022-03-20 15:45:36-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.2355555295944214,1.0,0.0,11.654999732971191,1,57095,1,5,1,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
