timestamp_utc,timestamp_local,di_tag_3,di_tag_4,di_tag_5,di_tag_6,hr_tag_0,hr_tag_2,hr_tag_4,hr_tag_6,hr_tag_8,hr_tag_10,hr_tag_12,hr_tag_14,hr_tag_15,hr_tag_16,hr_tag_17,hr_tag_18,hr_tag_19,hr_tag_20,tag_10_11_float,ir_tag_12,ir_tag_13,ir_tag_14,ir_tag_100_f64,ir_tag_104_11111,packedbool_tag_bit15,packedbool_tag_bit14,packedbool_tag_bit13,packedbool_tag_bit12,packedbool_tag_bit11,packedbool_tag_bit10,packedbool_tag_bit9,packedbool_tag_bit8,packedbool_tag_bit7,packedbool_tag_bit6,packedbool_tag_bit5,packedbool_tag_bit4,packedbool_tag_bit3,packedbool_tag_bit2,packedbool_tag_bit1,packedbool_tag_bit0,ir_tag_test_f32_swap_12345678,ir_tag_test_f32_swap_0.0124088237,ir_tag_test_f32_swap_237840655000000000000,ir_tag_test_f32_swap_944706240,coil_tag_21,coil_tag_22,coil_tag_23,coil_tag_24,coil_tag_25,coil_tag_26
2022-03-20 22:45:07+0000,2022-03-20 15:45:07-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,4.238888740539551,1.0,0.0,3.2049999237060547,1,57095,1,4,18,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:08+0000,2022-03-20 15:45:08-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,4.328888893127441,1.0,0.0,3.562999963760376,1,57095,1,4,18,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:09+0000,2022-03-20 15:45:09-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,4.167778015136719,1.0,0.0,3.6619999408721924,1,57095,1,4,18,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:10+0000,2022-03-20 15:45:10-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.819444417953491,1.0,0.0,3.9660000801086426,1,57095,1,4,19,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:11+0000,2022-03-20 15:45:11-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.7544443607330322,1.0,0.0,4.071000099182129,1,57095,1,4,19,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:12+0000,2022-03-20 15:45:12-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.926666736602783,1.0,0.0,4.264999866485596,1,57095,1,4,19,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:13+0000,2022-03-20 15:45:13-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.6211111545562744,1.0,0.0,4.817999839782715,1,57095,1,4,19,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:14+0000,2022-03-20 15:45:14-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.6683332920074463,1.0,0.0,5.066999912261963,1,57095,1,4,20,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:15+0000,2022-03-20 15:45:15-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,3.5711112022399902,1.0,0.0,5.452000141143799,1,57095,1,4,20,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:16+0000,2022-03-20 15:45:16-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,2.850555658340454,1.0,0.0,6.046999931335449,1,57095,1,4,20,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
