timestamp_utc,timestamp_local,di_tag_3,di_tag_4,di_tag_5,di_tag_6,hr_tag_0,hr_tag_2,hr_tag_4,hr_tag_6,hr_tag_8,hr_tag_10,hr_tag_12,hr_tag_14,hr_tag_15,hr_tag_16,hr_tag_17,hr_tag_18,hr_tag_19,hr_tag_20,tag_10_11_float,ir_tag_12,ir_tag_13,ir_tag_14,ir_tag_100_f64,ir_tag_104_11111,packedbool_tag_bit15,packedbool_tag_bit14,packedbool_tag_bit13,packedbool_tag_bit12,packedbool_tag_bit11,packedbool_tag_bit10,packedbool_tag_bit9,packedbool_tag_bit8,packedbool_tag_bit7,packedbool_tag_bit6,packedbool_tag_bit5,packedbool_tag_bit4,packedbool_tag_bit3,packedbool_tag_bit2,packedbool_tag_bit1,packedbool_tag_bit0,ir_tag_test_f32_swap_12345678,ir_tag_test_f32_swap_0.0124088237,ir_tag_test_f32_swap_237840655000000000000,ir_tag_test_f32_swap_944706240,coil_tag_21,coil_tag_22,coil_tag_23,coil_tag_24,coil_tag_25,coil_tag_26
2022-03-20 22:45:49+0000,2022-03-20 15:45:49-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.49222221970558167,1.0,0.0,9.692000389099121,1,57095,1,5,4,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:50+0000,2022-03-20 15:45:50-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.0755555629730225,1.0,0.0,9.593000411987305,1,57095,1,5,4,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:51+0000,2022-03-20 15:45:51-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.068333387374878,1.0,0.0,8.597999572753906,1,57095,1,5,5,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:52+0000,2022-03-20 15:45:52-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.8683333396911621,1.0,0.0,7.945000171661377,1,57095,1,5,5,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:53+0000,2022-03-20 15:45:53-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.8033333420753479,1.0,0.0,7.22599983215332,1,57095,1,5,5,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:54+0000,2022-03-20 15:45:54-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.5716666579246521,1.0,0.0,6.129000186920166,1,57095,1,5,5,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:55+0000,2022-03-20 15:45:55-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.7561110854148865,1.0,0.0,6.2220001220703125,1,57095,1,5,6,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:56+0000,2022-03-20 15:45:56-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.644444465637207,1.0,0.0,5.449999809265137,1,57095,1,5,6,3840,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:57+0000,2022-03-20 15:45:57-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.0,1.0,0.0,5.877999782562256,1,57095,1,5,6,7680,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:58+0000,2022-03-20 15:45:58-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,0.8005555272102356,1.0,0.0,27.458999633789062,1,57095,1,5,6,11520,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
2022-03-20 22:45:59+0000,2022-03-20 15:45:59-0700,0,1,1,0,-3.1999999284744263,0.0,5.0,1.1944444179534912,1.0,0.0,112.4520034790039,1,57095,1,5,7,0,0,1.4224478024209752e-36,-2524.0,-31455,1384.0,12345.6789,11111,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,12345678.0,0.01240882370620966,2.3784065545222593e+20,944706240.0,1,1,0,1,1,0
